1,1.00000
2,1.00000
3,1.00000
4,1.00000
5,1.00000
6,1.00000
7,1.00000
8,1.00000
9,0.94059
10,0.72004
11,0.66325
12,0.58155
13,0.94984
14,0.00000
15,0.00000
16,0.00000
17,1.00000
18,1.00000
19,0.00000
