265,18,0,0,,,,,,,
266,19,4,1,,,,,,,
267,1,10,2,,,,,,,
268,2,0,0,,,,,,,
269,3,0,3,,,,,,,
270,4,0,0,,,,,,,
271,5,1,2,,,,,,,
272,6,1,0,,,,,,,
273,7,0,0,,,,,,,
274,8,4,1,,,,,,,
275,9,5,7,,,,,,,
276,10,4,5,,,,,,,
277,11,0,4,,,,,,,
278,12,3,5,,,,,,,
279,13,4,2,,,,,,,
280,14,7,10,,,,,,,
281,15,2,4,,,,,,,
282,16,2,1,,,,,,,
283,17,1,3,,,,,,,
284,18,2,3,,,,,,,
285,19,1,0,,,,,,,
286,1,1,2,,,,,,,
287,2,0,0,,,,,,,
288,3,0,2,,,,,,,
289,4,0,0,,,,,,,
290,5,2,1,,,,,,,
291,6,1,0,,,,,,,
292,7,0,0,,,,,,,
293,8,2,6,,,,,,,
294,9,4,3,,,,,,,
295,10,6,1,,,,,,,
296,11,0,11,,,,,,,
297,12,1,2,,,,,,,
298,13,2,2,,,,,,,
299,14,6,7,,,,,,,
300,15,2,0,,,,,,,
301,16,1,2,,,,,,,
302,17,0,3,,,,,,,
303,18,2,0,,,,,,,
304,19,2,1,,,,,,,
305,1,5,1,,,,,,,
306,2,0,0,,,,,,,
307,3,0,0,,,,,,,
308,4,0,0,,,,,,,
309,5,3,2,,,,,,,
310,6,2,2,,,,,,,
311,7,0,0,,,,,,,
312,8,7,7,,,,,,,
313,9,2,0,,,,,,,
314,10,1,1,,,,,,,
315,11,0,2,,,,,,,
316,12,3,1,,,,,,,
317,13,0,4,,,,,,,
318,14,9,9,,,,,,,
319,15,1,1,,,,,,,
320,16,0,2,,,,,,,
321,17,1,1,,,,,,,
322,18,2,2,,,,,,,
323,19,2,3,,,,,,,
324,1,1,0,,,,,,,
325,2,1,0,,,,,,,
326,3,7,4,,,,,,,
327,4,0,0,,,,,,,
328,5,1,5,,,,,,,
329,6,0,0,,,,,,,
330,7,0,1,,,,,,,
331,8,10,5,,,,,,,
332,9,4,7,,,,,,,
333,10,2,1,,,,,,,
334,11,0,8,,,,,,,
335,12,3,3,,,,,,,
336,13,3,2,,,,,,,
337,14,12,4,,,,,,,
338,15,0,1,,,,,,,
339,16,2,0,,,,,,,
340,17,0,2,,,,,,,
341,18,1,0,,,,,,,
342,19,0,3,,,,,,,
343,1,0,2,,,,,,,
344,2,0,0,,,,,,,
345,3,0,3,,,,,,,
346,4,0,0,,,,,,,
347,5,1,1,,,,,,,
348,6,1,1,,,,,,,
349,7,0,1,,,,,,,
350,8,6,4,,,,,,,
351,9,6,4,,,,,,,
352,10,6,6,,,,,,,
353,11,9,9,,,,,,,
354,12,1,3,,,,,,,
355,13,5,2,,,,,,,
356,14,1,4,,,,,,,
357,15,0,0,,,,,,,
358,16,2,1,,,,,,,
359,17,1,1,,,,,,,
360,18,0,2,,,,,,,
361,19,2,2,,,,,,,
362,1,3,4,,,,,,,
363,2,0,1,,,,,,,
364,3,1,4,,,,,,,
365,4,0,0,,,,,,,
366,5,0,0,,,,,,,
367,6,0,0,,,,,,,
368,7,1,0,,,,,,,
369,8,8,6,,,,,,,
370,9,2,11,,,,,,,
371,10,0,6,,,,,,,
372,11,26,1,,,,,,,
373,12,1,1,,,,,,,
374,13,1,7,,,,,,,
375,14,6,7,,,,,,,
376,15,0,0,,,,,,,
377,16,0,0,,,,,,,
378,17,1,0,,,,,,,
379,18,2,2,,,,,,,
380,19,1,1,,,,,,,
381,1,0,1,,,,,,,
382,2,0,0,,,,,,,
383,3,1,2,,,,,,,
384,4,0,0,,,,,,,
385,5,1,0,,,,,,,
386,6,1,1,,,,,,,
387,7,0,1,,,,,,,
388,8,12,3,,,,,,,
389,9,6,5,,,,,,,
390,10,4,5,,,,,,,
391,11,2,4,,,,,,,
392,12,2,2,,,,,,,
393,13,4,0,,,,,,,
394,14,7,5,,,,,,,
395,15,1,0,,,,,,,
396,16,0,2,,,,,,,
397,17,1,3,,,,,,,
398,18,0,2,,,,,,,
399,19,1,1,,,,,,,
400,1,2,5,,,,,,,
401,2,0,0,,,,,,,
402,3,2,0,,,,,,,
403,4,0,0,,,,,,,
404,5,0,2,,,,,,,
405,6,0,0,,,,,,,
406,7,0,2,,,,,,,
407,8,4,0,,,,,,,
408,9,3,0,,,,,,,
409,10,1,3,,,,,,,
410,11,0,0,,,,,,,
411,12,1,2,,,,,,,
412,13,2,2,,,,,,,
413,14,4,6,,,,,,,
414,15,0,1,,,,,,,
415,16,0,0,,,,,,,
416,17,1,2,,,,,,,
417,18,0,1,,,,,,,
418,19,2,2,,,,,,,
419,1,5,1,,,,,,,
420,2,1,1,,,,,,,
421,3,4,1,,,,,,,
422,4,0,0,,,,,,,
423,5,6,3,,,,,,,
424,6,0,1,,,,,,,
425,7,0,0,,,,,,,
426,8,7,8,,,,,,,
427,9,9,6,,,,,,,
428,10,2,0,,,,,,,
429,11,0,3,,,,,,,
430,12,0,0,,,,,,,
431,13,3,2,,,,,,,
432,14,11,3,,,,,,,
433,15,1,3,,,,,,,
434,16,4,2,,,,,,,
435,17,1,1,,,,,,,
436,18,0,1,,,,,,,
437,19,0,0,,,,,,,
438,1,0,3,,,,,,,
439,2,0,0,,,,,,,
440,3,3,4,,,,,,,
441,4,0,0,,,,,,,
442,5,1,0,,,,,,,
443,6,1,0,,,,,,,
444,7,2,1,,,,,,,
445,8,6,6,,,,,,,
446,9,5,6,,,,,,,
447,10,3,0,,,,,,,
448,11,2,4,,,,,,,
449,12,2,2,,,,,,,
450,13,1,3,,,,,,,
451,14,6,6,,,,,,,
452,15,2,1,,,,,,,
453,16,3,0,,,,,,,
454,17,1,0,,,,,,,
455,18,1,0,,,,,,,
456,19,2,6,,,,,,,
457,1,1,2,,,,,,,
458,2,1,1,,,,,,,
459,3,2,1,,,,,,,
460,4,0,0,,,,,,,
461,5,0,1,,,,,,,
462,6,3,0,,,,,,,
463,7,0,0,,,,,,,
464,8,1,12,,,,,,,
465,9,2,5,,,,,,,
466,10,1,2,,,,,,,
467,11,0,1,,,,,,,
468,12,2,3,,,,,,,
469,13,3,3,,,,,,,
470,14,4,9,,,,,,,
471,15,2,3,,,,,,,
472,16,4,0,,,,,,,
473,17,1,0,,,,,,,
474,18,2,6,,,,,,,
475,19,1,1,,,,,,,
476,1,0,3,,,,,,,
477,2,0,0,,,,,,,
478,3,0,1,,,,,,,
479,4,0,0,,,,,,,
480,5,0,1,,,,,,,
481,6,2,0,,,,,,,
482,7,0,0,,,,,,,
483,8,6,1,,,,,,,
484,9,5,2,,,,,,,
485,10,4,3,,,,,,,
486,11,0,2,,,,,,,
487,12,5,2,,,,,,,
488,13,5,3,,,,,,,
489,14,7,7,,,,,,,
490,15,1,0,,,,,,,
491,16,4,1,,,,,,,
492,17,4,0,,,,,,,
493,18,1,2,,,,,,,
494,19,0,2,,,,,,,
495,1,0,1,,,,,,,
496,2,0,0,,,,,,,
497,3,0,2,,,,,,,
498,4,0,0,,,,,,,
499,5,1,2,,,,,,,
500,6,0,1,,,,,,,
501,7,0,0,,,,,,,
502,8,12,1,,,,,,,
503,9,3,0,,,,,,,
504,10,5,3,,,,,,,
505,11,0,5,,,,,,,
506,12,3,3,,,,,,,
507,13,4,0,,,,,,,
508,14,7,2,,,,,,,
509,15,2,5,,,,,,,
510,16,2,1,,,,,,,
511,17,0,1,,,,,,,
512,18,3,4,,,,,,,
513,19,1,0,,,,,,,
514,1,5,2,,,,,,,
515,2,1,1,,,,,,,
516,3,1,1,,,,,,,
517,4,0,0,,,,,,,
518,5,2,1,,,,,,,
519,6,0,0,,,,,,,
520,7,0,0,,,,,,,
521,8,3,4,,,,,,,
522,9,1,0,,,,,,,
523,10,3,1,,,,,,,
524,11,0,2,,,,,,,
525,12,1,0,,,,,,,
526,13,7,3,,,,,,,
527,14,4,12,,,,,,,
528,15,0,2,,,,,,,
529,16,3,0,,,,,,,
530,17,0,0,,,,,,,
531,18,3,0,,,,,,,
532,19,0,0,,,,,,,
533,1,2,3,,,,,,,
534,2,0,0,,,,,,,
535,3,2,3,,,,,,,
536,4,0,0,,,,,,,
537,5,2,0,,,,,,,
538,6,1,0,,,,,,,
539,7,1,0,,,,,,,
540,8,4,5,,,,,,,
541,9,0,5,,,,,,,
542,10,5,2,,,,,,,
543,11,0,3,,,,,,,
544,12,4,0,,,,,,,
545,13,3,9,,,,,,,
546,14,6,6,,,,,,,
547,15,1,0,,,,,,,
548,16,1,0,,,,,,,
549,17,2,2,,,,,,,
550,18,0,1,,,,,,,
551,19,1,0,,,,,,,
552,1,5,1,,,,,,,
553,2,1,0,,,,,,,
554,3,2,4,,,,,,,
555,4,0,0,,,,,,,
556,5,2,4,,,,,,,
557,6,0,0,,,,,,,
558,7,0,1,,,,,,,
559,8,10,9,,,,,,,
560,9,10,2,,,,,,,
561,10,4,0,,,,,,,
562,11,0,2,,,,,,,
563,12,0,1,,,,,,,
564,13,2,7,,,,,,,
565,14,8,4,,,,,,,
566,15,3,1,,,,,,,
567,16,1,0,,,,,,,
568,17,1,4,,,,,,,
569,18,4,3,,,,,,,
570,19,1,3,,,,,,,
571,1,2,0,,,,,,,
572,2,0,1,,,,,,,
573,3,1,3,,,,,,,
574,4,0,0,,,,,,,
575,5,4,0,,,,,,,
576,6,0,1,,,,,,,
577,7,0,2,,,,,,,
578,8,4,8,,,,,,,
579,9,2,2,,,,,,,
580,10,1,4,,,,,,,
581,11,0,3,,,,,,,
582,12,2,0,,,,,,,
583,13,3,1,,,,,,,
584,14,8,11,,,,,,,
585,15,0,2,,,,,,,
586,16,2,0,,,,,,,
587,17,1,1,,,,,,,
588,18,0,0,,,,,,,
589,19,0,4,,,,,,,
590,1,1,2,,,,,,,
591,2,0,0,,,,,,,
592,3,1,0,,,,,,,
593,4,0,0,,,,,,,
594,5,1,1,,,,,,,
595,6,2,0,,,,,,,
596,7,1,0,,,,,,,
597,8,6,7,,,,,,,
598,9,7,3,,,,,,,
599,10,2,2,,,,,,,
600,11,0,3,,,,,,,
601,12,0,0,,,,,,,
602,13,1,2,,,,,,,
603,14,4,8,,,,,,,
604,15,1,1,,,,,,,
605,16,3,0,,,,,,,
606,17,1,0,,,,,,,
607,18,3,7,,,,,,,
608,19,0,1,,,,,,,
609,1,9,4,,,,,,,
610,2,0,1,,,,,,,
611,3,3,1,,,,,,,
612,4,0,0,,,,,,,
613,5,4,1,,,,,,,
614,6,1,0,,,,,,,
615,7,0,2,,,,,,,
616,8,3,6,,,,,,,
617,9,4,0,,,,,,,
618,10,4,3,,,,,,,
619,11,0,10,,,,,,,
620,12,0,2,,,,,,,
621,13,7,1,,,,,,,
622,14,5,8,,,,,,,
623,15,0,1,,,,,,,
624,16,1,0,,,,,,,
625,17,0,1,,,,,,,
626,18,2,0,,,,,,,
627,19,1,1,,,,,,,
628,1,2,0,,,,,,,
629,2,1,0,,,,,,,
630,3,0,1,,,,,,,
631,4,0,0,,,,,,,
632,5,1,0,,,,,,,
633,6,2,0,,,,,,,
634,7,0,0,,,,,,,
635,8,5,5,,,,,,,
636,9,5,2,,,,,,,
637,10,2,0,,,,,,,
638,11,0,7,,,,,,,
639,12,0,2,,,,,,,
640,13,5,1,,,,,,,
641,14,9,1,,,,,,,
642,15,1,0,,,,,,,
643,16,2,0,,,,,,,
644,17,0,2,,,,,,,
645,18,3,1,,,,,,,
646,19,4,0,,,,,,,
647,1,2,1,,,,,,,
648,2,0,2,,,,,,,
649,3,0,2,,,,,,,
650,4,0,0,,,,,,,
651,5,1,2,,,,,,,
652,6,1,0,,,,,,,
653,7,0,0,,,,,,,
654,8,3,13,,,,,,,
655,9,4,2,,,,,,,
656,10,5,1,,,,,,,
657,11,0,6,,,,,,,
658,12,0,2,,,,,,,
659,13,7,2,,,,,,,
660,14,11,6,,,,,,,
661,15,2,1,,,,,,,
662,16,5,0,,,,,,,
663,17,0,0,,,,,,,
664,18,0,3,,,,,,,
665,19,2,0,,,,,,,
666,1,6,2,,,,,,,
667,2,2,1,,,,,,,
668,3,4,1,,,,,,,
669,4,0,0,,,,,,,
670,5,1,3,,,,,,,
671,6,0,0,,,,,,,
672,7,0,0,,,,,,,
673,8,5,4,,,,,,,
674,9,3,1,,,,,,,
675,10,4,4,,,,,,,
676,11,0,15,,,,,,,
677,12,1,4,,,,,,,
678,13,7,1,,,,,,,
679,14,10,7,,,,,,,
680,15,1,2,,,,,,,
681,16,2,0,,,,,,,
682,17,0,2,,,,,,,
683,18,6,0,,,,,,,
684,19,2,0,,,,,,,
685,1,2,0,,,,,,,
686,2,0,0,,,,,,,
687,3,1,4,,,,,,,
688,4,0,0,,,,,,,
689,5,0,0,,,,,,,
690,6,3,0,,,,,,,
691,7,0,1,,,,,,,
692,8,3,6,,,,,,,
693,9,5,1,,,,,,,
694,10,3,1,,,,,,,
695,11,0,10,,,,,,,
696,12,2,4,,,,,,,
697,13,4,2,,,,,,,
698,14,7,10,,,,,,,
699,15,0,3,,,,,,,
700,16,0,4,,,,,,,
701,17,1,0,,,,,,,
702,18,7,6,,,,,,,
703,19,1,0,,,,,,,
704,1,6,4,,,,,,,
705,2,0,0,,,,,,,
706,3,0,0,,,,,,,
707,4,0,0,,,,,,,
708,5,1,1,,,,,,,
709,6,0,0,,,,,,,
710,7,0,1,,,,,,,
711,8,2,4,,,,,,,
712,9,5,3,,,,,,,
713,10,3,2,,,,,,,
714,11,0,13,,,,,,,
715,12,4,2,,,,,,,
716,13,2,0,,,,,,,
717,14,4,7,,,,,,,
718,15,0,0,,,,,,,
719,16,1,0,,,,,,,
720,17,0,2,,,,,,,
721,18,3,1,,,,,,,
722,19,1,2,,,,,,,
723,1,4,1,,,,,,,
724,2,3,0,,,,,,,
725,3,0,0,,,,,,,
726,4,0,0,,,,,,,
727,5,4,0,,,,,,,
728,6,0,0,,,,,,,
729,7,0,0,,,,,,,
730,8,1,11,,,,,,,
731,9,2,6,,,,,,,
732,10,6,4,,,,,,,
733,11,1,12,,,,,,,
734,12,2,1,,,,,,,
735,13,6,3,,,,,,,
736,14,4,14,,,,,,,
737,15,0,0,,,,,,,
738,16,1,0,,,,,,,
739,17,4,0,,,,,,,
740,18,6,1,,,,,,,
741,19,4,2,,,,,,,
742,1,0,0,,,,,,,
743,2,1,0,,,,,,,
744,3,2,2,,,,,,,
745,4,0,0,,,,,,,
746,5,2,0,,,,,,,
747,6,2,0,,,,,,,
748,7,0,0,,,,,,,
749,8,8,12,,,,,,,
750,9,4,2,,,,,,,
751,10,15,5,,,,,,,
752,11,0,24,,,,,,,
753,12,1,1,,,,,,,
754,13,7,6,,,,,,,
755,14,1,8,,,,,,,
756,15,0,1,,,,,,,
757,16,0,0,,,,,,,
758,17,0,0,,,,,,,
759,18,5,0,,,,,,,
760,19,1,1,,,,,,,
761,1,5,1,,,,,,,
762,2,0,0,,,,,,,
763,3,1,0,,,,,,,
764,4,0,1,,,,,,,
765,5,1,0,,,,,,,
766,6,0,1,,,,,,,
767,7,1,0,,,,,,,
768,8,5,8,,,,,,,
769,9,11,0,,,,,,,
770,10,5,1,,,,,,,
771,11,1,8,,,,,,,
772,12,2,3,,,,,,,
773,13,9,7,,,,,,,
774,14,11,14,,,,,,,
775,15,1,0,,,,,,,
776,16,1,2,,,,,,,
777,17,5,0,,,,,,,
778,18,0,0,,,,,,,
779,19,8,1,,,,,,,
780,1,0,3,,,,,,,
781,2,1,0,,,,,,,
782,3,6,4,,,,,,,
783,4,0,0,,,,,,,
784,5,1,1,,,,,,,
785,6,1,1,,,,,,,
786,7,1,2,,,,,,,
787,8,7,6,,,,,,,
788,9,10,1,,,,,,,
789,10,8,0,,,,,,,
790,11,0,14,,,,,,,
791,12,3,6,,,,,,,
792,13,9,4,,,,,,,
793,14,4,9,,,,,,,
794,15,0,3,,,,,,,
795,16,0,2,,,,,,,
796,17,1,2,,,,,,,
797,18,2,0,,,,,,,
798,19,1,0,,,,,,,
799,1,4,2,,,,,,,
800,2,0,0,,,,,,,
801,3,0,6,,,,,,,
802,4,0,0,,,,,,,
803,5,2,1,,,,,,,
804,6,1,1,,,,,,,
805,7,0,1,,,,,,,
806,8,4,10,,,,,,,
807,9,2,3,,,,,,,
808,10,8,5,,,,,,,
809,11,18,19,,,,,,,
810,12,2,3,,,,,,,
811,13,6,8,,,,,,,
812,14,4,8,,,,,,,
813,15,0,0,,,,,,,
814,16,0,1,,,,,,,
815,17,0,1,,,,,,,
816,18,4,1,,,,,,,
817,19,1,4,,,,,,,
818,1,9,2,,,,,,,
819,2,1,0,,,,,,,
820,3,3,6,,,,,,,
821,4,0,0,,,,,,,
822,5,3,0,,,,,,,
823,6,1,3,,,,,,,
824,7,0,0,,,,,,,
825,8,10,9,,,,,,,
826,9,5,11,,,,,,,
827,10,8,11,,,,,,,
828,11,18,12,,,,,,,
829,12,1,3,,,,,,,
830,13,6,14,,,,,,,
831,14,10,10,,,,,,,
832,15,1,1,,,,,,,
833,16,1,1,,,,,,,
834,17,2,0,,,,,,,
835,18,2,5,,,,,,,
836,19,5,1,,,,,,,
837,1,0,1,,,,,,,
838,2,1,1,,,,,,,
839,3,0,0,,,,,,,
840,4,0,0,,,,,,,
841,5,5,1,,,,,,,
842,6,0,0,,,,,,,
843,7,1,0,,,,,,,
844,8,4,6,,,,,,,
845,9,5,10,,,,,,,
846,10,3,4,,,,,,,
847,11,4,22,,,,,,,
848,12,0,2,,,,,,,
849,13,8,8,,,,,,,
850,14,6,6,,,,,,,
851,15,1,1,,,,,,,
852,16,1,0,,,,,,,
853,17,2,0,,,,,,,
854,18,1,7,,,,,,,
855,19,2,5,,,,,,,
856,1,4,1,,,,,,,
857,2,0,0,,,,,,,
858,3,0,4,,,,,,,
859,4,0,0,,,,,,,
860,5,6,1,,,,,,,
861,6,0,0,,,,,,,
862,7,0,0,,,,,,,
863,8,4,15,,,,,,,
864,9,6,4,,,,,,,
865,10,5,1,,,,,,,
866,11,2,15,,,,,,,
867,12,0,1,,,,,,,
868,13,4,2,,,,,,,
869,14,5,3,,,,,,,
870,15,0,2,,,,,,,
871,16,3,0,,,,,,,
872,17,2,1,,,,,,,
873,18,2,3,,,,,,,
874,19,2,1,,,,,,,
875,1,15,3,,,,,,,
876,2,1,0,,,,,,,
877,3,5,5,,,,,,,
878,4,0,0,,,,,,,
879,5,1,0,,,,,,,
880,6,0,0,,,,,,,
881,7,0,0,,,,,,,
882,8,8,8,,,,,,,
883,9,4,3,,,,,,,
884,10,2,1,,,,,,,
885,11,0,15,,,,,,,
886,12,2,3,,,,,,,
887,13,4,1,,,,,,,
888,14,0,12,,,,,,,
889,15,2,3,,,,,,,
890,16,1,0,,,,,,,
891,17,2,2,,,,,,,
892,18,0,1,,,,,,,
893,19,0,0,,,,,,,
894,1,0,0,,,,,,,
895,2,0,0,,,,,,,
896,3,0,1,,,,,,,
897,4,0,0,,,,,,,
898,5,4,0,,,,,,,
899,6,0,1,,,,,,,
900,7,0,0,,,,,,,
901,8,5,20,,,,,,,
902,9,4,3,,,,,,,
903,10,5,4,,,,,,,
904,11,4,12,,,,,,,
905,12,3,3,,,,,,,
906,13,5,6,,,,,,,
907,14,2,3,,,,,,,
908,15,0,0,,,,,,,
909,16,0,0,,,,,,,
910,17,0,2,,,,,,,
911,18,2,0,,,,,,,
912,19,1,2,,,,,,,
913,1,2,0,,,,,,,
914,2,0,1,,,,,,,
915,3,2,4,,,,,,,
916,4,0,0,,,,,,,
917,5,4,1,,,,,,,
918,6,1,0,,,,,,,
919,7,0,1,,,,,,,
920,8,5,14,,,,,,,
921,9,8,13,,,,,,,
922,10,7,10,,,,,,,
923,11,18,12,,,,,,,
924,12,0,2,,,,,,,
925,13,12,7,,,,,,,
926,14,14,8,,,,,,,
927,15,0,1,,,,,,,
928,16,3,0,,,,,,,
