5,0.29406
6,0.64782
7,0.89075
8,0.87669
9,0.85281
10,0.87781
11,0.88518
12,0.90762
13,0.89498
14,0.89474
15,0.89387
16,0.91191
17,0.92378
18,0.91993
19,0.88102
20,0.80108
21,0.74713
22,0.67571
23,0.57125
