1,1.00000
2,1.00000
3,1.00000
4,1.00000
5,1.00000
6,0.90465
7,0.74820
8,0.93241
9,0.85074
10,0.92669
11,0.87510
12,0.91861
13,0.92640
14,0.00000
15,0.00000
16,0.00000
17,1.00000
18,1.00000
19,0.00000
